Mode: chained; duration: 120.0s; speed: 150
Phase 1: forward 17 cm for 2.10s, then right 90 degrees for 2.68s
Circle mode: after 25.6s on P1110/P1111, or both within 1.0s, turn right about 42.5 degrees; auto-trace inside; sustained P1001 (0.1s) enters exit mode: drive 5 cm and turn right 50 degrees
Operator beside car, chassis secured, power ready to cut? (yes/no) Phase 1 starting: forward 17 cm
Phase 1 complete: turning right 90 degrees
Phase 2 starting: auto-tracing
   5.4s P0010 -> L150 R150: centred or right drift; forward-only policy
  77.7s P0000 -> L60 R150: blind band; original-table correction
  77.7s P0000 -> L60 R150: blind band; original-table correction
  77.7s P0000 -> L60 R150: blind band; original-table correction
  77.7s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.8s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  77.9s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.0s P0000 -> L60 R150: blind band; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.2s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.3s P0000 -> L60 R150: blind band; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.4s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.5s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.6s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.7s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.7s P0100 -> L110 R150: drifting left, slight; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.7s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.8s P0000 -> L60 R150: blind band; original-table correction
  78.9s P0000 -> L60 R150: blind band; original-table correction
  78.9s P0000 -> L60 R150: blind band; original-table correction
  78.9s P0000 -> L60 R150: blind band; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  78.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.1s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
  79.1s P0000 -> L150 R150: blind band or line lost; original-table forward
  79.1s P0000 -> L150 R150: blind band or line lost; original-table forward
  79.1s P0000 -> L150 R150: blind band or line lost; original-table forward
  79.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.1s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.2s P0100 -> L110 R150: drifting left, slight; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.2s P0000 -> L60 R150: blind band; original-table correction
  79.3s P0000 -> L60 R150: blind band; original-table correction
  79.3s P0000 -> L60 R150: blind band; original-table correction
  79.3s P0000 -> L60 R150: blind band; original-table correction
